trimmed_name,video_base,camera,t_start_sec_x,t_end_sec_x,activity_label
trimmed_columpioscam1-2024-09-25_22_17_32_00-00-08_to_00-00-12_438.mp4,columpioscam1-2024-09-25 22:17:32.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam1-2024-09-25_22_17_32_00-00-08_to_00-00-12_438.mp4,columpioscam1-2024-09-25 22:17:32.mp4,columpioscam1,8.083,12.083,Social_People
trimmed_columpioscam1-2024-09-25_22_17_32_00-00-04_to_00-00-08_439.mp4,columpioscam1-2024-09-25 22:17:32.mp4,columpioscam1,4.167,8.167,Social_People
trimmed_columpioscam1-2024-09-25_22_17_32_00-00-04_to_00-00-08_439.mp4,columpioscam1-2024-09-25 22:17:32.mp4,columpioscam1,4.167,8.167,Social_People
trimmed_columpioscam3-2024-09-25_18_30_06_00-00-06_to_00-00-10_441.mp4,columpioscam3-2024-09-25 18:30:06.mp4,columpioscam3,5.917,9.917,Transit
trimmed_columpioscam3-2024-09-25_18_30_06_00-00-06_to_00-00-10_441.mp4,columpioscam3-2024-09-25 18:30:06.mp4,columpioscam3,5.917,9.917,Transit
trimmed_columpioscam3-2024-12-09_21-46-00_00-00-04_to_00-00-08_442.mp4,columpioscam3-2024-12-09_21-46-00.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam2-2024-12-15_18-13-00_00-00-13_to_00-00-17_443.mp4,columpioscam2-2024-12-15_18-13-00.mp4,columpioscam2,13.167,17.167,Transit
trimmed_columpioscam1-2024-11-16_20_15_35_00-00-05_to_00-00-09_444.mp4,columpioscam1-2024-11-16 20:15:35.mp4,columpioscam1,4.583,8.583,Transit
trimmed_columpioscam1-2024-11-16_20_15_35_00-00-05_to_00-00-09_444.mp4,columpioscam1-2024-11-16 20:15:35.mp4,columpioscam1,4.583,8.583,Transit
trimmed_columpioscam2-2024-11-16_21_26_20_00-00-04_to_00-00-08_445.mp4,columpioscam2-2024-11-16 21:26:20.mp4,columpioscam2,4.083,8.083,Transit
trimmed_columpioscam3-2024-11-16_21_09_50_00-00-04_to_00-00-08_447.mp4,columpioscam3-2024-11-16 21:09:50.mp4,columpioscam3,4.25,8.25,Transit
trimmed_columpioscam1-2024-11-17_11_35_18_00-00-08_to_00-00-12_448.mp4,columpioscam1-2024-11-17 11:35:18.mp4,columpioscam1,8.333,12.333,Play_Object_Normal
trimmed_columpioscam1-2024-11-17_18_19_30_00-00-14_to_00-00-18_449.mp4,columpioscam1-2024-11-17 18:19:30.mp4,columpioscam1,14.0,18.0,Transit
trimmed_columpioscam3-2024-11-12_08_42_53_00-00-04_to_00-00-08_452.mp4,columpioscam3-2024-11-12 08:42:53.mp4,columpioscam3,4.083,8.083,Transit
trimmed_columpioscam1-2024-10-22_19_10_38_00-00-06_to_00-00-10_453.mp4,columpioscam1-2024-10-22 19:10:38.mp4,columpioscam1,6.0,10.0,Transit
trimmed_columpioscam2-2024-11-16_20_00_31_00-00-04_to_00-00-08_455.mp4,columpioscam2-2024-11-16 20:00:31.mp4,columpioscam2,4.0,8.0,Play_Object_Normal
trimmed_columpioscam3-2024-12-09_20-54-00_00-00-11_to_00-00-15_457.mp4,columpioscam3-2024-12-09_20-54-00.mp4,columpioscam3,11.083,15.083,Transit
trimmed_columpioscam3-2024-11-17_23_18_27_00-00-06_to_00-00-10_458.mp4,columpioscam3-2024-11-17 23:18:27.mp4,columpioscam3,6.167,10.167,Transit
trimmed_columpioscam3-2024-11-17_23_18_27_00-00-06_to_00-00-10_458.mp4,columpioscam3-2024-11-17 23:18:27.mp4,columpioscam3,6.167,10.167,Transit
trimmed_columpioscam1-2024-11-14_19_46_18_00-00-06_to_00-00-10_459.mp4,columpioscam1-2024-11-14 19:46:18.mp4,columpioscam1,5.833,9.833,Adult_Assisting
trimmed_columpioscam2-2024-12-15_17-58-00_00-00-13_to_00-00-17_460.mp4,columpioscam2-2024-12-15_17-58-00.mp4,columpioscam2,13.083,17.083,Play_Object_Normal
trimmed_columpioscam3-2024-09-25_21_11_37_00-00-04_to_00-00-08_461.mp4,columpioscam3-2024-09-25 21:11:37.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam3-2024-11-14_06_56_21_00-00-04_to_00-00-08_462.mp4,columpioscam3-2024-11-14 06:56:21.mp4,columpioscam3,4.25,8.25,Transit
trimmed_columpioscam1-2024-11-11_18_46_09_00-00-18_to_00-00-22_464.mp4,columpioscam1-2024-11-11 18:46:09.mp4,columpioscam1,17.667,21.667,Transit
trimmed_columpios_cam4-2024-11-17_21_02_55_00-00-04_to_00-00-08_465.mp4,columpios_cam4-2024-11-17 21:02:55.mp4,columpios_cam4,4.083,8.083,Social_People
trimmed_columpioscam3-2024-10-22_19_23_18_00-00-04_to_00-00-08_466.mp4,columpioscam3-2024-10-22 19:23:18.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpios_cam4-2024-12-13_10-02-00_00-00-04_to_00-00-08_467.mp4,columpios_cam4-2024-12-13_10-02-00.mp4,columpios_cam4,4.417,8.417,Transit
trimmed_columpioscam1-2024-11-13_07_24_54_00-00-11_to_00-00-15_468.mp4,columpioscam1-2024-11-13 07:24:54.mp4,columpioscam1,11.0,15.0,Transit
trimmed_columpioscam1-2024-11-13_07_24_54_00-00-11_to_00-00-15_468.mp4,columpioscam1-2024-11-13 07:24:54.mp4,columpioscam1,11.0,15.0,Transit
trimmed_columpioscam2-2024-12-14_22-13-00_00-00-08_to_00-00-12_469.mp4,columpioscam2-2024-12-14_22-13-00.mp4,columpioscam2,8.0,12.0,Social_People
trimmed_columpioscam3-2024-11-12_09_00_08_00-00-04_to_00-00-08_470.mp4,columpioscam3-2024-11-12 09:00:08.mp4,columpioscam3,4.5,8.5,Transit
trimmed_columpioscam3-2024-10-03_11_58_47_00-00-06_to_00-00-10_471.mp4,columpioscam3-2024-10-03 11:58:47.mp4,columpioscam3,5.75,9.75,Social_People
trimmed_columpioscam3-2024-10-03_11_58_47_00-00-06_to_00-00-10_471.mp4,columpioscam3-2024-10-03 11:58:47.mp4,columpioscam3,5.75,9.75,Social_People
trimmed_columpios_cam4-2024-11-13_13_18_33_00-00-20_to_00-00-24_472.mp4,columpios_cam4-2024-11-13 13:18:33.mp4,columpios_cam4,19.583,23.583,Transit
trimmed_columpios_cam4-2024-11-13_13_18_33_00-00-20_to_00-00-24_472.mp4,columpios_cam4-2024-11-13 13:18:33.mp4,columpios_cam4,19.583,23.583,Transit
trimmed_columpioscam1-2024-11-17_17_08_17_00-00-04_to_00-00-08_474.mp4,columpioscam1-2024-11-17 17:08:17.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpioscam1-2024-11-17_17_08_17_00-00-04_to_00-00-08_474.mp4,columpioscam1-2024-11-17 17:08:17.mp4,columpioscam1,4.25,8.25,Social_People
trimmed_columpioscam3-2024-12-14_10-27-00_00-00-07_to_00-00-11_475.mp4,columpioscam3-2024-12-14_10-27-00.mp4,columpioscam3,6.833,10.833,Transit
trimmed_columpioscam2-2024-12-17_11-09-00_00-00-05_to_00-00-09_480.mp4,columpioscam2-2024-12-17_11-09-00.mp4,columpioscam2,4.833,8.833,Play_Object_Normal
trimmed_columpioscam2-2024-12-17_11-09-00_00-00-05_to_00-00-09_480.mp4,columpioscam2-2024-12-17_11-09-00.mp4,columpioscam2,4.833,8.833,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_20_48_15_00-00-09_to_00-00-13_482.mp4,columpioscam2-2024-11-17 20:48:15.mp4,columpioscam2,9.0,13.0,Transit
trimmed_columpios_tierra-2024-09-26_16_03_47_00-00-29_to_00-00-33_484.mp4,columpios_tierra-2024-09-26 16:03:47.mp4,nan,28.917,32.917,Transit
trimmed_columpios_tierra-2024-09-26_16_03_47_00-00-29_to_00-00-33_484.mp4,columpios_tierra-2024-09-26 16:03:47.mp4,nan,28.917,32.917,Transit
trimmed_columpios_cam4-2024-11-13_13_12_28_00-00-06_to_00-00-10_487.mp4,columpios_cam4-2024-11-13 13:12:28.mp4,columpios_cam4,6.417,10.417,Transit
trimmed_columpioscam1-2024-11-17_20_29_44_00-00-04_to_00-00-08_488.mp4,columpioscam1-2024-11-17 20:29:44.mp4,columpioscam1,4.0,8.0,Social_People
trimmed_columpioscam3-2024-11-14_06_57_16_00-00-04_to_00-00-08_489.mp4,columpioscam3-2024-11-14 06:57:16.mp4,columpioscam3,4.083,8.083,Transit
trimmed_columpioscam1-2024-11-16_20_23_28_00-00-15_to_00-00-19_492.mp4,columpioscam1-2024-11-16 20:23:28.mp4,columpioscam1,15.417,19.417,Transit
trimmed_columpioscam1-2024-11-16_20_23_28_00-00-15_to_00-00-19_492.mp4,columpioscam1-2024-11-16 20:23:28.mp4,columpioscam1,15.417,19.417,Transit
trimmed_columpioscam1-2024-11-16_20_23_28_00-00-20_to_00-00-24_493.mp4,columpioscam1-2024-11-16 20:23:28.mp4,columpioscam1,19.583,23.583,Transit
trimmed_columpioscam1-2024-11-16_20_23_28_00-00-20_to_00-00-24_493.mp4,columpioscam1-2024-11-16 20:23:28.mp4,columpioscam1,19.583,23.583,Transit
trimmed_columpioscam2-2024-11-17_20_53_04_00-00-08_to_00-00-12_495.mp4,columpioscam2-2024-11-17 20:53:04.mp4,columpioscam2,8.5,12.5,Play_Object_Normal
trimmed_columpioscam2-2024-11-17_20_53_04_00-00-08_to_00-00-12_495.mp4,columpioscam2-2024-11-17 20:53:04.mp4,columpioscam2,8.5,12.5,Play_Object_Normal
trimmed_columpioscam1-2024-11-20_18_26_35_00-00-04_to_00-00-08_496.mp4,columpioscam1-2024-11-20 18:26:35.mp4,columpioscam1,3.917,7.917,Play_Object_Normal
trimmed_columpioscam1-2024-11-20_18_33_21_00-00-05_to_00-00-09_497.mp4,columpioscam1-2024-11-20 18:33:21.mp4,columpioscam1,4.917,8.917,Social_People
trimmed_columpios_cam4-2024-11-13_08_47_46_00-00-06_to_00-00-10_499.mp4,columpios_cam4-2024-11-13 08:47:46.mp4,columpios_cam4,6.167,10.167,Transit
trimmed_columpioscam2-2024-11-20_18_40_02_00-00-06_to_00-00-10_500.mp4,columpioscam2-2024-11-20 18:40:02.mp4,columpioscam2,5.583,9.583,Transit
trimmed_columpios_cam4-2024-11-14_13_17_49_00-00-05_to_00-00-09_501.mp4,columpios_cam4-2024-11-14 13:17:49.mp4,columpios_cam4,5.167,9.167,Transit
trimmed_columpios_cam4-2024-11-14_13_17_49_00-00-05_to_00-00-09_501.mp4,columpios_cam4-2024-11-14 13:17:49.mp4,columpios_cam4,5.167,9.167,Transit
trimmed_columpioscam1-2024-11-20_18_35_28_00-00-06_to_00-00-10_502.mp4,columpioscam1-2024-11-20 18:35:28.mp4,columpioscam1,5.75,9.75,Transit
trimmed_columpios_cam4-2025-01-06_14-38-03_00-00-07_to_00-00-11_503.mp4,columpios_cam4-2025-01-06_14-38-03.mp4,columpios_cam4,7.083,11.083,Transit
trimmed_columpioscam1-2024-10-22_19_14_05_00-00-10_to_00-00-14_504.mp4,columpioscam1-2024-10-22 19:14:05.mp4,columpioscam1,9.75,13.75,Social_People
trimmed_columpioscam1-2024-10-22_19_14_05_00-00-10_to_00-00-14_504.mp4,columpioscam1-2024-10-22 19:14:05.mp4,columpioscam1,9.75,13.75,Social_People
trimmed_columpioscam2-2024-11-14_19_28_52_00-00-04_to_00-00-08_505.mp4,columpioscam2-2024-11-14 19:28:52.mp4,columpioscam2,4.25,8.25,Play_Object_Normal
trimmed_columpioscam3-2024-09-25_21_43_20_00-00-06_to_00-00-10_506.mp4,columpioscam3-2024-09-25 21:43:20.mp4,columpioscam3,5.583,9.583,Transit
trimmed_columpioscam1-2024-11-17_18_22_26_00-00-05_to_00-00-09_507.mp4,columpioscam1-2024-11-17 18:22:26.mp4,columpioscam1,5.417,9.417,Play_Object_Normal
trimmed_columpioscam3-2024-12-09_21-59-00_00-00-10_to_00-00-14_510.mp4,columpioscam3-2024-12-09_21-59-00.mp4,columpioscam3,10.25,14.25,Transit
trimmed_columpioscam3-2024-12-09_21-59-00_00-00-10_to_00-00-14_510.mp4,columpioscam3-2024-12-09_21-59-00.mp4,columpioscam3,10.25,14.25,Transit
trimmed_columpioscam1-2024-11-12_18_10_29_00-00-06_to_00-00-10_511.mp4,columpioscam1-2024-11-12 18:10:29.mp4,columpioscam1,5.5,9.5,Transit
trimmed_columpioscam2-2024-11-17_21_33_29_00-00-05_to_00-00-09_512.mp4,columpioscam2-2024-11-17 21:33:29.mp4,columpioscam2,5.25,9.25,Transit
trimmed_columpioscam2-2024-11-17_21_33_29_00-00-05_to_00-00-09_512.mp4,columpioscam2-2024-11-17 21:33:29.mp4,columpioscam2,5.25,9.25,Transit
trimmed_columpioscam1-2024-10-24_17_35_40_00-00-21_to_00-00-25_514.mp4,columpioscam1-2024-10-24 17:35:40.mp4,columpioscam1,21.083,25.083,Social_People
trimmed_columpioscam1-2024-10-24_17_35_40_00-00-21_to_00-00-25_514.mp4,columpioscam1-2024-10-24 17:35:40.mp4,columpioscam1,21.083,25.083,Social_People
trimmed_columpioscam1-2024-09-25_22_42_16_00-00-04_to_00-00-08_515.mp4,columpioscam1-2024-09-25 22:42:16.mp4,columpioscam1,3.917,7.917,Social_People
trimmed_columpioscam3-2024-12-16_15-17-00_00-00-05_to_00-00-09_517.mp4,columpioscam3-2024-12-16_15-17-00.mp4,columpioscam3,5.333,9.333,Transit
trimmed_columpioscam3-2024-11-14_19_58_23_00-00-08_to_00-00-12_518.mp4,columpioscam3-2024-11-14 19:58:23.mp4,columpioscam3,8.417,12.417,Transit
trimmed_columpios_cam4-2024-11-21_18_27_10_00-00-05_to_00-00-09_521.mp4,columpios_cam4-2024-11-21 18:27:10.mp4,columpios_cam4,4.833,8.833,Transit
trimmed_columpios_cam4-2024-10-03_11_39_34_00-00-05_to_00-00-09_522.mp4,columpios_cam4-2024-10-03 11:39:34.mp4,columpios_cam4,5.083,9.083,Transit
trimmed_columpioscam3-2024-10-24_14_23_01_00-00-05_to_00-00-09_524.mp4,columpioscam3-2024-10-24 14:23:01.mp4,columpioscam3,5.333,9.333,Transit
trimmed_columpioscam2-2024-11-14_19_51_36_00-00-14_to_00-00-18_526.mp4,columpioscam2-2024-11-14 19:51:36.mp4,columpioscam2,13.917,17.917,Play_Object_Normal
trimmed_columpioscam3-2024-12-13_21-08-00_00-00-06_to_00-00-10_528.mp4,columpioscam3-2024-12-13_21-08-00.mp4,columpioscam3,5.583,9.583,Transit
trimmed_columpioscam3-2024-12-13_21-08-00_00-00-06_to_00-00-10_528.mp4,columpioscam3-2024-12-13_21-08-00.mp4,columpioscam3,5.583,9.583,Transit
trimmed_columpioscam1-2024-11-14_19_36_55_00-00-08_to_00-00-12_529.mp4,columpioscam1-2024-11-14 19:36:55.mp4,columpioscam1,8.5,12.5,Play_Object_Normal
trimmed_columpioscam1-2024-11-17_19_48_44_00-00-08_to_00-00-12_530.mp4,columpioscam1-2024-11-17 19:48:44.mp4,columpioscam1,7.75,11.75,Play_Object_Normal
trimmed_columpioscam1-2024-10-22_19_22_03_00-00-21_to_00-00-25_531.mp4,columpioscam1-2024-10-22 19:22:03.mp4,columpioscam1,20.833,24.833,Transit
trimmed_columpioscam1-2024-10-22_19_22_03_00-00-21_to_00-00-25_531.mp4,columpioscam1-2024-10-22 19:22:03.mp4,columpioscam1,20.833,24.833,Transit
trimmed_columpioscam1-2024-10-22_18_59_26_00-00-08_to_00-00-12_533.mp4,columpioscam1-2024-10-22 18:59:26.mp4,columpioscam1,8.333,12.333,Transit
trimmed_columpioscam3-2024-11-14_07_07_42_00-00-11_to_00-00-15_534.mp4,columpioscam3-2024-11-14 07:07:42.mp4,columpioscam3,10.667,14.667,No_Activity
trimmed_columpioscam3-2024-11-12_07_30_54_00-00-04_to_00-00-08_535.mp4,columpioscam3-2024-11-12 07:30:54.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpioscam1-2024-11-17_18_01_22_00-00-23_to_00-00-27_538.mp4,columpioscam1-2024-11-17 18:01:22.mp4,columpioscam1,23.417,27.417,Social_People
trimmed_columpioscam1-2024-11-13_17_14_16_00-00-07_to_00-00-11_539.mp4,columpioscam1-2024-11-13 17:14:16.mp4,columpioscam1,6.667,10.667,Adult_Assisting
trimmed_columpioscam1-2024-11-13_17_14_16_00-00-07_to_00-00-11_539.mp4,columpioscam1-2024-11-13 17:14:16.mp4,columpioscam1,6.667,10.667,Adult_Assisting
trimmed_columpios_cam4-2024-11-16_20_26_22_00-00-09_to_00-00-13_540.mp4,columpios_cam4-2024-11-16 20:26:22.mp4,columpios_cam4,8.75,12.75,Transit
trimmed_columpios_cam4-2024-11-16_20_26_22_00-00-09_to_00-00-13_540.mp4,columpios_cam4-2024-11-16 20:26:22.mp4,columpios_cam4,8.75,12.75,Transit
trimmed_columpios_cam4-2024-11-16_20_26_22_00-00-05_to_00-00-09_541.mp4,columpios_cam4-2024-11-16 20:26:22.mp4,columpios_cam4,4.833,8.833,Transit
trimmed_columpios_cam4-2024-11-16_20_26_22_00-00-05_to_00-00-09_541.mp4,columpios_cam4-2024-11-16 20:26:22.mp4,columpios_cam4,4.833,8.833,Transit
trimmed_columpios_cam4-2024-11-12_20_28_49_00-00-06_to_00-00-10_542.mp4,columpios_cam4-2024-11-12 20:28:49.mp4,columpios_cam4,5.667,9.667,Transit
trimmed_columpioscam1-2024-11-14_19_26_49_00-00-18_to_00-00-22_543.mp4,columpioscam1-2024-11-14 19:26:49.mp4,columpioscam1,18.0,22.0,Social_People
trimmed_columpioscam1-2024-11-14_19_26_49_00-00-18_to_00-00-22_543.mp4,columpioscam1-2024-11-14 19:26:49.mp4,columpioscam1,18.0,22.0,Social_People
trimmed_columpioscam2-2024-12-14_20-14-00_00-00-04_to_00-00-08_544.mp4,columpioscam2-2024-12-14_20-14-00.mp4,columpioscam2,3.917,7.917,Play_Object_Normal
trimmed_columpioscam2-2024-12-14_17-55-00_00-00-05_to_00-00-09_546.mp4,columpioscam2-2024-12-14_17-55-00.mp4,columpioscam2,5.417,9.417,Play_Object_Normal
trimmed_columpioscam2-2024-12-17_10-40-00_00-00-04_to_00-00-08_548.mp4,columpioscam2-2024-12-17_10-40-00.mp4,columpioscam2,4.0,8.0,Social_People
trimmed_columpioscam1-2024-10-22_19_20_02_00-00-04_to_00-00-08_551.mp4,columpioscam1-2024-10-22 19:20:02.mp4,columpioscam1,3.917,7.917,Social_People
trimmed_columpioscam2-2024-12-15_18-24-00_00-00-11_to_00-00-15_552.mp4,columpioscam2-2024-12-15_18-24-00.mp4,columpioscam2,11.333,15.333,Transit
trimmed_columpioscam2-2024-12-15_18-24-00_00-00-11_to_00-00-15_552.mp4,columpioscam2-2024-12-15_18-24-00.mp4,columpioscam2,11.333,15.333,Transit
trimmed_columpioscam2-2024-12-14_18-24-00_00-00-11_to_00-00-15_553.mp4,columpioscam2-2024-12-14_18-24-00.mp4,columpioscam2,11.333,15.333,Transit
trimmed_columpioscam2-2024-12-14_18-24-00_00-00-11_to_00-00-15_553.mp4,columpioscam2-2024-12-14_18-24-00.mp4,columpioscam2,11.333,15.333,Transit
trimmed_columpioscam2-2024-11-16_20_03_04_00-00-05_to_00-00-09_554.mp4,columpioscam2-2024-11-16 20:03:04.mp4,columpioscam2,5.167,9.167,Play_Object_Normal
trimmed_columpioscam2-2024-12-14_17-56-00_00-00-04_to_00-00-08_555.mp4,columpioscam2-2024-12-14_17-56-00.mp4,columpioscam2,3.917,7.917,Play_Object_Normal
trimmed_columpioscam2-2024-12-14_17-56-00_00-00-04_to_00-00-08_555.mp4,columpioscam2-2024-12-14_17-56-00.mp4,columpioscam2,3.917,7.917,Play_Object_Normal
trimmed_columpioscam1-2024-11-14_19_37_28_00-00-08_to_00-00-12_557.mp4,columpioscam1-2024-11-14 19:37:28.mp4,columpioscam1,7.75,11.75,No_Activity
trimmed_columpioscam3-2024-12-17_08-45-00_00-00-04_to_00-00-08_558.mp4,columpioscam3-2024-12-17_08-45-00.mp4,columpioscam3,4.167,8.167,Transit
trimmed_columpioscam3-2024-12-17_08-45-00_00-00-04_to_00-00-08_558.mp4,columpioscam3-2024-12-17_08-45-00.mp4,columpioscam3,4.167,8.167,Transit
trimmed_columpios_cam4-2024-12-17_20_27_06_00-00-04_to_00-00-08_559.mp4,columpios_cam4-2024-12-17 20:27:06.mp4,columpios_cam4,4.167,8.167,Social_People
trimmed_columpioscam2-2024-11-14_19_56_34_00-00-04_to_00-00-08_561.mp4,columpioscam2-2024-11-14 19:56:34.mp4,columpioscam2,3.917,7.917,Transit
trimmed_columpioscam1-2024-11-14_20_02_08_00-00-10_to_00-00-14_562.mp4,columpioscam1-2024-11-14 20:02:08.mp4,columpioscam1,10.167,14.167,Play_Object_Normal
trimmed_columpioscam1-2024-11-14_20_02_08_00-00-10_to_00-00-14_562.mp4,columpioscam1-2024-11-14 20:02:08.mp4,columpioscam1,10.167,14.167,Play_Object_Normal
trimmed_columpioscam3-2024-09-25_21_00_18_00-00-10_to_00-00-14_563.mp4,columpioscam3-2024-09-25 21:00:18.mp4,columpioscam3,10.083,14.083,Social_People
trimmed_columpioscam3-2024-09-25_21_00_18_00-00-10_to_00-00-14_563.mp4,columpioscam3-2024-09-25 21:00:18.mp4,columpioscam3,10.083,14.083,Social_People
trimmed_columpioscam3-2024-09-25_21_00_18_00-00-17_to_00-00-21_564.mp4,columpioscam3-2024-09-25 21:00:18.mp4,columpioscam3,17.417,21.417,Social_People
trimmed_columpioscam3-2024-09-25_21_00_18_00-00-17_to_00-00-21_564.mp4,columpioscam3-2024-09-25 21:00:18.mp4,columpioscam3,17.417,21.417,Social_People
trimmed_columpioscam3-2024-11-20_18_03_14_00-00-04_to_00-00-08_565.mp4,columpioscam3-2024-11-20 18:03:14.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam2-2024-11-14_19_49_49_00-00-08_to_00-00-12_569.mp4,columpioscam2-2024-11-14 19:49:49.mp4,columpioscam2,8.083,12.083,Play_Object_Normal
trimmed_columpioscam3-2024-09-25_21_32_16_00-00-10_to_00-00-14_570.mp4,columpioscam3-2024-09-25 21:32:16.mp4,columpioscam3,9.833,13.833,Social_People
trimmed_columpioscam3-2024-09-25_21_32_16_00-00-10_to_00-00-14_570.mp4,columpioscam3-2024-09-25 21:32:16.mp4,columpioscam3,9.833,13.833,Social_People
trimmed_columpioscam3-2024-09-25_21_32_16_00-00-04_to_00-00-08_571.mp4,columpioscam3-2024-09-25 21:32:16.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpioscam3-2024-09-25_21_32_16_00-00-04_to_00-00-08_571.mp4,columpioscam3-2024-09-25 21:32:16.mp4,columpioscam3,3.917,7.917,Social_People
trimmed_columpios_cam4-2024-12-17_20_20_58_00-00-07_to_00-00-11_572.mp4,columpios_cam4-2024-12-17 20:20:58.mp4,columpios_cam4,6.833,10.833,Transit
trimmed_columpioscam3-2024-09-25_17_29_06_00-00-04_to_00-00-08_575.mp4,columpioscam3-2024-09-25 17:29:06.mp4,columpioscam3,4.417,8.417,Play_Object_Normal
trimmed_columpios_cam4-2024-11-14_16_58_58_00-00-04_to_00-00-08_576.mp4,columpios_cam4-2024-11-14 16:58:58.mp4,columpios_cam4,3.917,7.917,Transit
trimmed_columpios_cam4-2024-11-14_16_58_58_00-00-04_to_00-00-08_576.mp4,columpios_cam4-2024-11-14 16:58:58.mp4,columpios_cam4,3.917,7.917,Transit
trimmed_columpios_cam4-2024-11-16_13_09_37_00-00-04_to_00-00-08_579.mp4,columpios_cam4-2024-11-16 13:09:37.mp4,columpios_cam4,4.083,8.083,Adult_Assisting
trimmed_columpioscam1-2024-11-13_17_15_31_00-00-16_to_00-00-20_582.mp4,columpioscam1-2024-11-13 17:15:31.mp4,columpioscam1,15.583,19.583,Play_Object_Normal
trimmed_columpioscam3-2024-10-23_13_45_24_00-00-12_to_00-00-16_583.mp4,columpioscam3-2024-10-23 13:45:24.mp4,columpioscam3,12.083,16.083,Transit
trimmed_columpios_tierra-2024-09-27_22_10_21_00-00-04_to_00-00-08_584.mp4,columpios_tierra-2024-09-27 22:10:21.mp4,nan,3.917,7.917,Transit
trimmed_columpioscam1-2024-11-13_20_14_48_00-00-05_to_00-00-09_585.mp4,columpioscam1-2024-11-13 20:14:48.mp4,columpioscam1,5.167,9.167,Social_People
trimmed_columpioscam1-2024-11-13_20_14_48_00-00-05_to_00-00-09_585.mp4,columpioscam1-2024-11-13 20:14:48.mp4,columpioscam1,5.167,9.167,Social_People
trimmed_columpios_cam4-2024-11-20_18_08_43_00-00-04_to_00-00-08_586.mp4,columpios_cam4-2024-11-20 18:08:43.mp4,columpios_cam4,3.917,7.917,Transit
trimmed_columpioscam1-2024-11-13_17_17_11_00-00-09_to_00-00-13_587.mp4,columpioscam1-2024-11-13 17:17:11.mp4,columpioscam1,8.583,12.583,Adult_Assisting
trimmed_columpioscam2-2024-11-21_17_05_43_00-00-04_to_00-00-08_588.mp4,columpioscam2-2024-11-21 17:05:43.mp4,columpioscam2,3.917,7.917,Social_People
trimmed_columpioscam3-2024-09-25_21_23_31_00-00-08_to_00-00-12_590.mp4,columpioscam3-2024-09-25 21:23:31.mp4,columpioscam3,7.833,11.833,Social_People
trimmed_columpioscam1-2024-11-17_21_04_57_00-00-06_to_00-00-10_591.mp4,columpioscam1-2024-11-17 21:04:57.mp4,columpioscam1,5.917,9.917,Social_People
trimmed_columpios_tierra-2024-09-27_15_02_21_00-00-04_to_00-00-08_594.mp4,columpios_tierra-2024-09-27 15:02:21.mp4,nan,3.917,7.917,Transit
trimmed_columpios_cam4-2024-11-14_13_21_55_00-00-04_to_00-00-08_595.mp4,columpios_cam4-2024-11-14 13:21:55.mp4,columpios_cam4,4.5,8.5,Transit
trimmed_columpioscam2-2024-11-16_21_00_49_00-00-04_to_00-00-08_597.mp4,columpioscam2-2024-11-16 21:00:49.mp4,columpioscam2,4.0,8.0,Play_Object_Normal
trimmed_columpioscam2-2024-11-20_18_30_30_00-00-06_to_00-00-10_599.mp4,columpioscam2-2024-11-20 18:30:30.mp4,columpioscam2,6.0,10.0,Play_Object_Normal
trimmed_columpios_cam4-2024-11-12_08_44_34_00-00-05_to_00-00-09_600.mp4,columpios_cam4-2024-11-12 08:44:34.mp4,columpios_cam4,5.417,9.417,Transit
trimmed_columpioscam1-2024-11-16_18_23_17_00-00-04_to_00-00-08_601.mp4,columpioscam1-2024-11-16 18:23:17.mp4,columpioscam1,4.0,8.0,Social_People
trimmed_hundidocam2-2024-10-24_19_37_59_00-00-13_to_00-00-17_602.mp4,hundidocam2-2024-10-24 19:37:59.mp4,hundidocam2,13.333,17.333,Social_People
trimmed_columpioscam2-2024-11-20_18_54_09_00-00-09_to_00-00-13_603.mp4,columpioscam2-2024-11-20 18:54:09.mp4,columpioscam2,8.667,12.667,Social_People
trimmed_columpioscam3-2024-11-14_16_52_25_00-00-04_to_00-00-08_604.mp4,columpioscam3-2024-11-14 16:52:25.mp4,columpioscam3,3.917,7.917,Transit
trimmed_columpioscam1-2024-11-14_19_51_55_00-00-04_to_00-00-08_605.mp4,columpioscam1-2024-11-14 19:51:55.mp4,columpioscam1,4.0,8.0,Transit
trimmed_columpioscam2-2024-12-14_11-58-00_00-00-04_to_00-00-08_606.mp4,columpioscam2-2024-12-14_11-58-00.mp4,columpioscam2,4.0,8.0,Play_Object_Normal
trimmed_columpioscam1-2024-11-21_20_51_51_00-00-04_to_00-00-08_607.mp4,columpioscam1-2024-11-21 20:51:51.mp4,columpioscam1,3.917,7.917,Negative_Contact
trimmed_columpioscam1-2024-11-21_20_51_51_00-00-04_to_00-00-08_607.mp4,columpioscam1-2024-11-21 20:51:51.mp4,columpioscam1,3.917,7.917,Negative_Contact
